#Uses stathead data

Rk,Season,Team,W,W-L%,PtDif,Tot,TotOpp,Cmp,G,W1,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot2,TO,Ply,Y/P,TotOpp2,TO,DPly,DY/P
384,2021,IND,9,.529,86,5901,5834,324,17,9,8,0,.529,451,365,86,324,521,197,62.2,3361,27,8,5.2,1.5,93.5,32,227,5.79,6.5,6.08,6.80,6.40,10.4,5901,19,1052,5.61,5834,33,1050,5.56
385,2021,MIA,9,.529,-32,5219,5738,404,17,9,8,0,.529,341,373,-32,404,615,211,65.7,3651,21,14,3.4,2.3,85.4,40,285,6.11,5.9,5.57,5.60,5.25,9.0,5219,26,1097,4.76,5738,26,1081,5.31
386,2021,NOR,9,.529,29,5177,5410,293,17,9,8,0,.529,364,335,29,293,504,211,58.1,3186,29,13,5.8,2.6,87.4,37,251,6.84,6.3,5.89,6.31,5.88,10.9,5177,18,1051,4.93,5410,25,1064,5.08
387,2021,PHI,9,.529,59,6119,5590,307,17,9,8,0,.529,444,385,59,307,494,187,62.1,3404,20,10,4.0,2.0,89.2,31,181,5.90,6.9,6.48,6.79,6.39,11.1,6119,16,1075,5.69,5590,16,1076,5.20
388,2021,PIT,9,.559,-55,5361,6139,425,17,9,7,1,.559,343,398,-55,425,664,239,64.0,3778,23,11,3.5,1.7,85.3,38,239,5.41,5.7,5.38,5.64,5.33,8.9,5361,20,1113,4.82,6139,22,1116,5.50
389,2021,LAC,9,.529,15,6634,6122,443,17,9,8,0,.529,474,459,15,443,674,231,65.7,4800,38,15,5.6,2.2,97.4,31,214,4.40,7.1,6.81,7.25,6.93,10.8,6634,22,1128,5.88,6122,21,1103,5.55
390,2019,TEN,9,.563,71,5805,5752,297,16,9,7,0,.563,402,331,71,297,448,151,66.3,3582,29,8,6.5,1.8,108.3,56,374,11.11,8.0,7.11,8.49,7.54,12.1,5805,17,949,6.12,5752,23,1056,5.45
391,2019,PHI,9,.563,31,5772,5307,391,16,9,7,0,.563,385,354,31,391,613,222,63.8,3833,27,8,4.4,1.3,92.1,37,230,5.69,6.3,5.90,6.55,6.17,9.8,5772,23,1104,5.23,5307,20,967,5.49
392,2019,LAR,9,.563,30,5998,5434,397,16,9,7,0,.563,394,364,30,397,632,235,62.8,4499,22,17,3.5,2.7,85.6,22,170,3.36,7.1,6.88,6.60,6.38,11.3,5998,24,1055,5.69,5434,24,1056,5.15
393,2018,TEN,9,.563,7,5002,5334,293,16,9,7,0,.563,310,303,7,293,437,144,67.0,2975,16,12,3.7,2.7,89.8,47,280,9.71,6.8,6.15,6.30,5.69,10.2,5002,18,940,5.32,5334,17,1001,5.33
394,2018,PHI,9,.563,19,5845,5859,422,16,9,7,0,.563,367,348,19,422,599,177,70.5,4275,29,11,4.8,1.8,100.7,40,249,6.26,7.1,6.69,7.28,6.82,10.1,5845,23,1037,5.64,5859,17,1002,5.85
395,2018,PIT,9,.594,68,6453,5235,459,16,9,6,1,.594,428,360,68,459,689,230,66.6,5008,35,17,5.1,2.5,95.5,24,166,3.37,7.3,7.02,7.17,6.93,10.9,6453,26,1058,6.10,5235,15,987,5.30
396,2017,BUF,9,.563,-57,4842,5682,289,16,9,7,0,.563,302,359,-57,289,476,187,60.7,2825,16,10,3.4,2.1,82.1,47,261,8.99,5.9,5.40,5.66,5.15,9.8,4842,16,1010,4.79,5682,25,1066,5.33
397,2017,DAL,9,.563,22,5311,5089,309,16,9,7,0,.563,354,332,22,309,493,184,62.7,3141,22,13,4.5,2.6,86.3,32,185,6.10,6.4,5.98,6.08,5.71,10.2,5311,22,1005,5.28,5089,21,1000,5.09
398,2017,DET,9,.563,34,5404,5692,374,16,9,7,0,.563,410,376,34,374,570,196,65.6,4183,29,11,5.1,1.9,98.4,47,287,7.62,7.3,6.78,7.49,6.92,11.2,5404,22,980,5.51,5692,32,1037,5.49
399,2017,TEN,9,.563,-22,5024,5248,306,16,9,7,0,.563,334,356,-22,306,496,190,61.7,3191,14,17,2.8,3.4,77.1,35,203,6.59,6.4,6.01,5.46,5.10,10.4,5024,25,974,5.16,5248,21,1046,5.02
400,2017,BAL,9,.563,92,4886,5201,363,16,9,7,0,.563,395,303,92,363,567,204,64.0,3030,20,13,3.5,2.3,81.4,27,205,4.55,5.3,5.10,5.02,4.79,8.3,4886,17,1054,4.64,5201,34,1045,4.98
401,2017,LAC,9,.563,83,6026,5254,366,16,9,7,0,.563,355,272,83,366,583,217,62.8,4431,28,11,4.8,1.9,95.1,18,120,3.00,7.6,7.37,7.71,7.48,12.1,6026,15,1020,5.91,5254,27,997,5.27
402,2017,SEA,9,.563,34,5286,5171,340,16,9,7,0,.563,366,332,34,340,555,215,61.3,3657,34,12,6.1,2.2,94.4,43,322,7.19,6.6,6.12,6.84,6.35,10.8,5286,17,1007,5.25,5171,25,1045,4.95
403,2016,DEN,9,.563,36,5169,5057,339,16,9,7,0,.563,333,297,36,339,570,231,59.5,3685,20,11,3.5,1.9,83.9,40,229,6.56,6.5,6.04,6.30,5.89,10.9,5169,25,1020,5.07,5057,27,1076,4.70
404,2016,DET,9,.563,-12,5421,5676,388,16,9,7,0,.563,346,358,-12,388,594,206,65.3,4111,24,10,4.0,1.7,93.3,37,216,5.86,6.9,6.52,6.97,6.56,10.6,5421,15,981,5.53,5676,14,964,5.89
405,2016,HOU,9,.563,-49,5035,4821,347,16,9,7,0,.563,279,328,-49,347,583,236,59.5,3176,15,16,2.6,2.7,73.3,32,242,5.20,5.4,5.16,4.73,4.48,9.2,5035,24,1071,4.70,4821,17,950,5.07
406,2016,TEN,9,.563,3,5728,5720,307,16,9,7,0,.563,381,378,3,307,504,197,60.9,3541,29,11,5.8,2.2,93.7,28,179,5.26,7.0,6.66,7.19,6.82,11.5,5728,18,1008,5.68,5720,18,1031,5.55
407,2016,TAM,9,.563,-15,5542,5887,355,16,9,7,0,.563,354,369,-15,355,578,223,61.4,3926,29,18,5.0,3.1,87.0,35,239,5.71,6.8,6.40,6.39,6.03,11.1,5542,27,1066,5.20,5887,29,1013,5.81
408,2015,HOU,9,.563,26,5564,4963,358,16,9,7,0,.563,339,313,26,358,619,261,57.8,3833,29,12,4.7,1.9,85.3,36,246,5.50,6.2,5.85,6.26,5.91,10.7,5564,20,1127,4.94,4963,25,986,5.03
409,2015,WAS,9,.563,9,5661,6090,386,16,9,7,0,.563,388,379,9,386,555,169,69.5,4095,30,11,5.4,2.0,102.0,27,199,4.64,7.4,7.04,7.57,7.22,10.6,5661,22,1011,5.60,6090,27,1010,6.03
410,2014,BUF,9,.563,54,5096,4995,363,16,9,7,0,.563,343,289,54,363,579,216,62.7,3614,23,13,4.0,2.2,86.0,39,242,6.31,6.2,5.85,6.03,5.65,10.0,5096,23,1020,5.00,4995,30,1027,4.86
411,2014,HOU,9,.563,65,5513,5571,295,16,9,7,0,.563,372,307,65,295,485,190,60.8,3352,22,13,4.5,2.7,86.4,26,108,5.09,6.9,6.56,6.61,6.28,11.4,5513,22,1062,5.19,5571,34,1077,5.17
412,2014,KAN,9,.563,72,5100,5288,320,16,9,7,0,.563,353,281,72,320,493,173,64.9,3182,18,6,3.7,1.2,92.2,49,246,9.04,6.5,5.87,6.64,6.04,9.9,5100,17,962,5.30,5288,14,1024,5.16
413,2014,SDG,9,.563,0,5465,5413,380,16,9,7,0,.563,348,348,0,380,574,194,66.2,4098,31,18,5.4,3.1,93.4,37,198,6.06,7.1,6.71,6.81,6.40,10.8,5465,23,1009,5.42,5413,18,988,5.48
414,2013,SDG,9,.563,48,6293,5864,378,16,9,7,0,.563,396,348,48,378,544,166,69.5,4328,32,11,5.9,2.0,105.5,30,150,5.23,8.0,7.54,8.22,7.79,11.4,6293,21,1060,5.94,5864,17,959,6.11
415,2012,NYG,9,.563,85,5687,6134,323,16,9,7,0,.563,429,344,85,323,539,216,59.9,3825,26,15,4.8,2.8,87.2,20,142,3.58,7.1,6.84,6.81,6.57,11.8,5687,21,968,5.88,6134,35,1016,6.04
416,2011,CIN,9,.563,21,5118,5060,308,16,9,7,0,.563,344,323,21,308,535,227,57.6,3340,21,14,3.9,2.6,79.6,25,167,4.46,6.2,5.96,5.85,5.59,10.8,5118,22,1015,5.04,5060,22,1009,5.01
417,2011,NYG,9,.563,-6,6161,6022,359,16,9,7,0,.563,394,400,-6,359,589,230,61.0,4734,29,16,4.9,2.7,92.9,28,199,4.54,8.0,7.67,7.80,7.45,13.2,6161,24,1028,5.99,6022,31,1072,5.62
418,2011,TEN,9,.563,8,5361,5682,353,16,9,7,0,.563,325,317,8,353,584,231,60.4,3923,22,14,3.8,2.4,84.4,24,190,3.95,6.7,6.45,6.39,6.14,11.1,5361,22,984,5.45,5682,23,1080,5.26
419,2010,SDG,9,.563,119,6329,4345,359,16,9,7,0,.563,441,322,119,359,544,185,66.0,4519,30,13,5.5,2.4,101.9,38,227,6.53,8.3,7.76,8.33,7.79,12.6,6329,29,1039,6.09,4345,23,939,4.63
420,2009,ATL,9,.563,38,5447,5582,332,16,9,7,0,.563,363,325,38,332,570,238,58.2,3571,26,17,4.6,3.0,80.4,27,126,4.52,6.3,5.98,5.84,5.57,10.8,5447,25,1048,5.20,5582,28,997,5.60
421,2009,HOU,9,.563,55,6129,5198,399,16,9,7,0,.563,388,333,55,399,593,194,67.3,4654,29,17,4.9,2.9,96.3,25,149,4.05,7.8,7.53,7.54,7.23,11.7,6129,28,1043,5.88,5198,27,974,5.34
422,2009,NYJ,9,.563,112,5136,4037,210,16,9,7,0,.563,348,236,112,210,393,183,53.4,2380,12,21,3.1,5.3,62.0,30,216,7.09,6.1,5.63,4.26,3.96,11.3,5136,30,1030,4.99,4037,31,953,4.24
423,2009,PIT,9,.563,44,5941,4885,351,16,9,7,0,.563,368,324,44,351,536,185,65.5,4148,28,14,5.2,2.6,98.1,50,348,8.53,7.7,7.08,7.61,6.96,11.8,5941,25,1014,5.86,4885,22,967,5.05
424,2009,BAL,9,.563,130,5619,4808,321,16,9,7,0,.563,391,261,130,321,510,189,62.9,3419,21,13,4.1,2.5,87.4,36,218,6.59,6.7,6.26,6.38,5.96,10.7,5619,22,1014,5.54,4808,32,991,4.85
425,2008,CHI,9,.563,25,4734,5355,304,16,9,7,0,.563,375,350,25,304,528,224,57.6,3061,20,14,3.8,2.7,77.1,29,168,5.21,5.8,5.50,5.36,5.08,10.1,4734,27,991,4.78,5355,32,1087,4.93
426,2008,ARI,9,.563,1,5852,5304,418,16,9,7,0,.563,427,426,1,418,630,212,66.3,4674,31,15,4.9,2.4,96.1,28,201,4.26,7.4,7.10,7.33,7.02,11.2,5852,30,998,5.86,5304,30,993,5.34
427,2008,DAL,9,.563,-3,5512,4709,328,16,9,7,0,.563,362,365,-3,328,547,219,60.0,3789,29,20,5.3,3.7,84.9,31,199,5.36,6.9,6.56,6.34,6.00,11.6,5512,33,979,5.63,4709,22,969,4.86
428,2008,NYJ,9,.563,49,5307,5270,347,16,9,7,0,.563,405,356,49,347,529,182,65.6,3303,22,23,4.2,4.3,80.2,30,213,5.37,6.2,5.91,5.12,4.84,9.5,5307,31,981,5.41,5270,30,1020,5.17
429,2008,PHI,9,.594,127,5608,4389,362,16,9,6,1,.594,416,289,127,362,606,244,59.7,3911,23,16,3.8,2.6,81.4,23,149,3.66,6.5,6.22,6.02,5.80,10.8,5608,26,1056,5.31,4389,29,994,4.42
430,2008,TAM,9,.563,38,5456,4898,355,16,9,7,0,.563,361,323,38,355,562,207,63.2,3619,18,13,3.2,2.3,83.8,32,169,5.39,6.4,6.09,6.04,5.71,10.2,5456,26,1045,5.22,4898,30,945,5.18
431,2007,TAM,9,.563,64,5229,4451,316,16,9,7,0,.563,334,270,64,316,490,174,64.5,3357,18,8,3.7,1.6,91.7,36,222,6.84,6.9,6.38,6.85,6.38,10.6,5229,20,975,5.36,4451,35,977,4.56
432,2007,WAS,9,.563,24,5334,4884,319,16,9,7,0,.563,334,310,24,319,525,206,60.8,3463,18,11,3.4,2.1,84.2,29,159,5.23,6.6,6.25,6.34,6.01,10.9,5334,29,1052,5.07,4884,24,1026,4.76
433,2006,DAL,9,.563,75,5772,5165,310,16,9,7,0,.563,425,350,75,310,506,196,61.3,3836,26,21,5.1,4.2,86.5,37,231,6.81,7.6,7.06,6.74,6.28,12.4,5772,30,1015,5.69,5165,31,974,5.30
434,2006,DEN,9,.563,14,4951,5220,256,16,9,7,0,.563,319,305,14,256,454,198,56.4,2799,20,18,4.4,4.0,74.7,31,196,6.39,6.2,5.77,5.26,4.93,10.9,4951,30,973,5.09,5220,30,1019,5.12
435,2006,KAN,9,.563,16,5143,5262,272,16,9,7,0,.563,331,315,16,272,450,178,60.4,3000,18,12,4.0,2.7,84.7,41,243,8.35,6.7,6.11,6.27,5.74,11.0,5143,26,1004,5.12,5262,30,999,5.27
436,2006,SEA,9,.563,-6,4977,5285,292,16,9,7,0,.563,335,341,-6,292,512,220,57.0,3054,26,22,5.1,4.3,76.0,49,315,8.73,6.0,5.44,5.05,4.61,10.5,4977,34,1045,4.76,5285,26,986,5.36
437,2005,DAL,9,.563,17,5202,4814,300,16,9,7,0,.563,325,308,17,300,500,200,60.0,3341,23,17,4.6,3.4,83.6,50,298,9.09,6.7,6.07,6.07,5.52,11.1,5202,31,1071,4.86,4814,26,946,5.09
438,2005,MIA,9,.563,1,5198,5078,291,16,9,7,0,.563,318,317,1,291,556,265,52.3,3300,22,16,4.0,2.9,72.8,26,158,4.47,5.9,5.67,5.43,5.19,11.3,5198,30,1026,5.07,5078,31,1078,4.71
439,2005,MIN,9,.563,-38,4613,5173,323,16,9,7,0,.563,306,344,-38,323,510,187,63.3,3146,18,16,3.5,3.1,81.7,54,303,9.57,6.2,5.58,5.46,4.94,9.7,4613,30,945,4.88,5173,35,1029,5.03
440,2005,SDG,9,.563,106,5567,4948,338,16,9,7,0,.563,418,312,106,338,526,188,64.3,3495,27,16,5.1,3.0,89.7,31,243,5.57,6.6,6.27,6.30,5.95,10.3,5567,28,1022,5.45,4948,20,999,4.95
441,2004,BUF,9,.563,111,4691,4228,262,16,9,7,0,.563,395,284,111,262,461,199,56.8,2817,21,17,4.6,3.7,76.7,38,215,7.62,6.1,5.65,5.36,4.95,10.8,4691,29,982,4.78,4228,39,978,4.32
442,2004,JAX,9,.563,-19,5009,5134,305,16,9,7,0,.563,261,280,-19,305,513,208,59.5,3159,17,11,3.3,2.1,80.7,32,156,5.87,6.2,5.80,5.86,5.51,10.4,5009,22,991,5.05,5134,28,972,5.28
443,2004,BAL,9,.563,49,4375,4803,258,16,9,7,0,.563,317,268,49,258,465,207,55.5,2312,13,11,2.8,2.4,70.7,35,247,7.00,5.0,4.62,4.47,4.15,9.0,4375,23,991,4.41,4803,34,1009,4.76
444,2004,SEA,9,.563,-2,5634,5621,304,16,9,7,0,.563,371,373,-2,304,532,228,57.1,3539,23,18,4.3,3.4,79.1,34,176,6.01,6.7,6.25,5.99,5.63,11.6,5634,27,1034,5.45,5621,35,1047,5.37
445,2003,MIN,9,.563,63,6294,5356,333,16,9,7,0,.563,416,353,63,333,520,187,64.0,3951,32,13,6.2,2.5,99.0,42,218,7.47,7.6,7.03,7.70,7.13,11.9,6294,24,1055,5.97,5356,35,955,5.61
446,2002,ATL,9,.594,88,5535,5334,268,16,9,6,1,.594,402,314,88,268,479,211,55.9,3167,18,12,3.8,2.5,80.2,36,217,6.99,6.6,6.15,6.24,5.80,11.8,5535,27,1038,5.33,5334,39,1002,5.32
447,2002,CLE,9,.563,24,5027,5348,338,16,9,7,0,.563,344,320,24,338,552,214,61.2,3412,27,22,4.9,4.0,80.5,35,253,5.96,6.2,5.81,5.37,5.05,10.1,5027,31,993,5.06,5348,29,1024,5.22
448,2002,DEN,9,.563,48,6090,4826,359,16,9,7,0,.563,392,344,48,359,554,195,64.8,3824,21,20,3.8,3.6,84.8,46,315,7.67,6.9,6.37,6.04,5.57,10.7,6090,27,1057,5.76,4826,22,985,4.90
449,2002,MIA,9,.563,77,5392,4656,271,16,9,7,0,.563,378,301,77,271,455,184,59.6,2890,18,15,4.0,3.3,79.3,25,179,5.21,6.4,6.02,5.66,5.36,10.7,5392,30,1010,5.34,4656,30,974,4.78
450,2002,NOR,9,.563,44,5205,5796,291,16,9,7,0,.563,432,388,44,291,538,247,54.1,3441,27,15,5.0,2.8,80.8,37,244,6.43,6.4,5.98,6.14,5.75,11.8,5205,30,1001,5.20,5796,38,1071,5.41
451,2002,NWE,9,.563,35,5085,5377,374,16,9,7,0,.563,381,346,35,374,605,231,61.8,3577,28,14,4.6,2.3,85.3,31,190,4.87,5.9,5.62,5.80,5.51,9.6,5085,24,1031,4.93,5377,29,1032,5.21
452,2002,NYJ,9,.563,23,5036,5463,329,16,9,7,0,.563,359,336,23,329,485,156,67.8,3418,25,10,5.2,2.1,98.3,32,201,6.19,7.0,6.61,7.15,6.71,10.4,5036,19,917,5.49,5463,23,1008,5.42
453,2001,SEA,9,.563,-23,4772,5206,258,16,9,7,0,.563,301,324,-23,258,462,204,55.8,2836,15,12,3.2,2.6,77.2,49,328,9.59,6.1,5.55,5.62,5.08,11.0,4772,21,980,4.87,5206,27,1028,5.06
454,2001,TAM,9,.563,44,4694,4653,362,16,9,7,0,.563,324,280,44,362,592,230,61.1,3323,13,12,2.2,2.0,77.4,47,298,7.36,5.6,5.20,5.14,4.76,9.2,4694,22,1046,4.49,4653,39,950,4.90
455,2000,DET,9,.563,0,4422,5033,277,16,9,7,0,.563,307,307,0,277,503,226,55.1,2675,14,19,2.8,3.8,66.3,53,317,9.53,5.3,4.81,4.17,3.78,9.7,4422,31,1004,4.40,5033,42,993,5.07
456,2000,GNB,9,.563,30,5321,5069,348,16,9,7,0,.563,353,323,30,348,600,252,58.0,3678,21,16,3.5,2.7,78.2,34,238,5.36,6.1,5.80,5.63,5.33,10.6,5321,33,1038,5.13,5069,28,1012,5.01
457,2000,NYJ,9,.563,0,5395,4820,352,16,9,7,0,.563,321,321,0,352,637,285,55.3,3924,23,29,3.6,4.6,67.5,20,99,3.04,6.2,5.97,4.83,4.69,11.1,5395,40,1075,5.02,4820,35,1033,4.67
458,2000,PIT,9,.563,66,4766,4713,217,16,9,7,0,.563,321,255,66,217,439,222,49.4,2518,12,10,2.7,2.3,68.9,43,220,8.92,5.7,5.22,5.26,4.79,11.6,4766,21,1009,4.72,4713,35,985,4.78
459,1999,KAN,9,.563,68,5321,5039,295,16,9,7,0,.563,390,322,68,295,502,207,58.8,3239,22,15,4.4,3.0,81.5,26,170,4.92,6.5,6.13,5.98,5.69,11.0,5321,24,1049,5.07,5039,45,1033,4.88
460,1999,MIA,9,.563,-10,4938,4404,329,16,9,7,0,.563,326,336,-10,329,589,260,55.9,3485,20,21,3.4,3.6,71.5,37,251,5.91,5.9,5.57,4.99,4.70,10.6,4938,34,1071,4.61,4404,28,936,4.71
461,1999,SEA,9,.563,40,4805,5426,288,16,9,7,0,.563,338,298,40,288,525,237,54.9,3397,25,16,4.8,3.0,79.8,38,232,6.75,6.5,6.03,6.05,5.64,11.8,4805,33,971,4.95,5426,36,1104,4.91
462,1998,ARI,9,.563,-53,5109,5265,326,16,9,7,0,.563,325,378,-53,326,552,226,59.1,3482,17,20,3.1,3.6,74.9,50,286,8.31,6.3,5.78,5.29,4.85,10.7,5109,36,1052,4.86,5265,39,1049,5.02
463,1998,NWE,9,.563,8,5140,5182,295,16,9,7,0,.563,337,329,8,295,556,261,53.1,3660,23,17,4.1,3.1,77.4,40,344,6.71,6.6,6.14,6.03,5.63,12.4,5140,24,999,5.15,5182,31,1053,4.92
464,1997,DET,9,.563,73,5798,4947,304,16,9,7,0,.563,379,306,73,304,540,236,56.3,3334,19,17,3.5,3.1,75.4,41,271,7.06,6.2,5.74,5.46,5.08,11.0,5798,28,1028,5.64,4947,25,1021,4.85
465,1997,MIA,9,.563,12,5135,5364,332,16,9,7,0,.563,339,327,12,332,576,244,57.6,3792,16,12,2.8,2.1,79.2,22,153,3.68,6.6,6.34,6.20,5.97,11.4,5135,20,1028,5.00,5364,27,1004,5.34
466,1997,MIN,9,.563,-5,5354,5687,319,16,9,7,0,.563,354,359,-5,319,540,221,59.1,3313,26,16,4.8,3.0,82.3,33,224,5.76,6.1,5.78,5.76,5.43,10.4,5354,22,1022,5.24,5687,27,1028,5.53
467,1997,NYJ,9,.563,61,4727,5320,319,16,9,7,0,.563,348,287,61,319,564,245,56.6,3242,20,10,3.5,1.8,79.9,48,313,7.84,5.7,5.30,5.66,5.22,10.2,4727,22,1043,4.53,5320,25,1057,5.03
468,1996,IND,9,.563,-17,4744,5403,311,16,9,7,0,.563,317,334,-17,311,537,226,57.9,3296,16,11,3.0,2.0,79.2,43,248,7.41,6.1,5.68,5.81,5.38,10.6,4744,24,1000,4.74,5403,23,1022,5.29
469,1996,JAX,9,.563,-10,5760,5085,353,16,9,7,0,.563,325,335,-10,353,557,204,63.4,4110,19,20,3.4,3.6,84.0,50,257,8.24,7.4,6.77,6.45,5.91,11.6,5760,30,1038,5.55,5085,27,992,5.13
470,1996,KAN,9,.563,-3,4899,5204,290,16,9,7,0,.563,297,300,-3,290,530,240,54.7,2890,18,14,3.4,2.6,72.3,27,203,4.85,5.5,5.19,4.94,4.70,10.0,4899,24,1045,4.69,5204,27,1008,5.16
471,1996,MIN,9,.563,-17,5204,5087,331,16,9,7,0,.563,298,315,-17,331,561,230,59.0,3658,24,19,4.3,3.4,80.4,34,241,5.71,6.5,6.15,5.85,5.52,11.1,5204,32,1030,5.05,5087,35,1025,4.96
472,1996,WAS,9,.563,52,5229,5723,270,16,9,7,0,.563,364,312,52,270,471,201,57.3,3319,12,11,2.5,2.3,79.2,22,134,4.46,7.0,6.73,6.51,6.22,12.3,5229,18,960,5.45,5723,30,1114,5.14
473,1995,ATL,9,.563,13,5579,6088,364,16,9,7,0,.563,362,349,13,364,603,239,60.4,4186,26,12,4.3,2.0,89.3,43,270,6.66,6.9,6.48,6.91,6.45,11.5,5579,21,983,5.68,6088,30,1084,5.62
474,1995,CHI,9,.563,32,5673,5442,315,16,9,7,0,.563,392,360,32,315,523,208,60.2,3743,29,10,5.5,1.9,93.4,15,95,2.79,7.2,6.96,7.41,7.20,11.9,5673,26,1030,5.51,5442,29,1035,5.26
475,1995,IND,9,.563,15,4919,5027,270,16,9,7,0,.563,331,316,15,270,434,164,62.2,3064,20,11,4.6,2.5,91.1,49,309,10.14,7.1,6.34,6.84,6.15,11.3,4919,22,961,5.12,5027,26,1016,4.95
476,1995,MIA,9,.563,66,5716,5244,384,16,9,7,0,.563,398,332,66,384,592,208,64.9,4210,28,20,4.7,3.4,88.8,29,188,4.67,7.1,6.78,6.54,6.23,11.0,5716,32,1034,5.53,5244,30,1000,5.24
477,1995,SDG,9,.563,-2,5213,5074,318,16,9,7,0,.563,321,323,-2,318,540,222,58.9,3466,17,18,3.1,3.3,76.4,32,240,5.59,6.4,6.06,5.55,5.24,10.9,5213,30,1051,4.96,5074,27,1020,4.97
478,1994,CHI,9,.563,-36,4679,5009,308,16,9,7,0,.563,271,307,-36,308,502,194,61.4,3091,19,16,3.8,3.2,79.4,25,139,4.74,6.2,5.87,5.48,5.22,10.0,4679,26,1014,4.61,5009,22,982,5.10
479,1994,DET,9,.563,15,5002,5405,250,16,9,7,0,.563,357,342,15,250,459,209,54.5,2922,24,14,5.2,3.1,80.2,26,163,5.36,6.4,6.02,6.04,5.72,11.7,5002,24,891,5.61,5405,23,1086,4.98
480,1994,GNB,9,.563,95,5316,4764,375,16,9,7,0,.563,382,287,95,375,609,234,61.6,3773,33,14,5.4,2.3,89.1,33,204,5.14,6.2,5.88,6.24,5.92,10.1,5316,22,1059,5.02,4764,33,1023,4.66
481,1994,KAN,9,.563,21,5692,5000,366,16,9,7,0,.563,319,298,21,366,615,249,59.5,3960,20,14,3.3,2.3,80.8,19,132,3.00,6.4,6.25,6.07,5.88,10.8,5692,26,1098,5.18,5000,38,989,5.06
482,1994,NYG,9,.563,-26,4316,4950,226,16,9,7,0,.563,279,305,-26,226,405,179,55.8,2562,16,18,4.0,4.4,72.5,46,285,10.20,6.3,5.68,5.12,4.59,11.3,4316,25,976,4.42,4950,32,973,5.09
483,1994,RAI,9,.563,-24,4779,4943,281,16,9,7,0,.563,303,327,-24,281,488,207,57.6,3267,22,16,4.5,3.3,81.8,50,289,9.29,6.7,6.07,6.12,5.55,11.6,4779,30,966,4.95,4943,25,1046,4.73
484,1993,DEN,9,.563,89,5461,5149,350,16,9,7,0,.563,373,284,89,350,553,203,63.3,3768,27,10,4.9,1.8,94.2,39,293,6.59,6.8,6.36,6.98,6.52,10.8,5461,28,1060,5.15,5149,31,1005,5.12
485,1993,GNB,9,.563,58,4750,4482,322,16,9,7,0,.563,340,282,58,322,528,206,61.0,3131,19,24,3.6,4.5,72.2,30,199,5.38,5.9,5.61,4.60,4.36,9.7,4750,34,1006,4.72,4482,33,999,4.49
486,1993,MIA,9,.563,-2,5812,5150,342,16,9,7,0,.563,349,351,-2,342,581,239,58.9,4353,27,18,4.6,3.1,86.4,30,211,4.91,7.5,7.12,7.03,6.68,12.7,5812,34,1030,5.64,5150,27,1061,4.85
487,1993,MIN,9,.563,-13,4824,4406,315,16,9,7,0,.563,277,290,-13,315,526,211,59.9,3200,18,14,3.4,2.7,79.1,35,181,6.24,6.1,5.70,5.57,5.22,10.2,4824,24,1008,4.79,4406,34,938,4.70
488,1993,PIT,9,.563,27,5235,4531,299,16,9,7,0,.563,308,281,27,299,540,241,55.4,3232,16,12,3.0,2.2,76.7,48,374,8.16,6.0,5.50,5.58,5.12,10.8,5235,27,1079,4.85,4531,38,962,4.71
489,1992,IND,9,.563,-86,4368,5074,305,16,9,7,0,.563,216,302,-86,305,546,241,55.9,3266,13,26,2.4,4.8,64.1,44,318,7.46,6.0,5.54,4.32,3.99,10.7,4368,37,969,4.51,5074,35,1004,5.05
490,1992,GNB,9,.563,-20,4785,5098,340,16,9,7,0,.563,276,296,-20,340,527,187,64.5,3230,20,15,3.8,2.8,84.3,43,268,7.54,6.1,5.67,5.61,5.18,9.5,4785,36,990,4.83,5098,34,923,5.52
491,1992,WAS,9,.563,45,4890,4438,272,16,9,7,0,.563,300,255,45,272,485,213,56.1,3163,15,17,3.1,3.5,73.2,23,176,4.53,6.5,6.23,5.56,5.31,11.6,4890,24,991,4.93,4438,34,911,4.87
492,1991,RAI,9,.563,1,4425,5165,220,16,9,7,0,.563,298,297,1,220,414,194,53.1,2719,20,18,4.8,4.3,74.3,33,258,7.38,6.6,6.08,5.58,5.17,12.4,4425,31,893,4.96,5165,31,1002,5.15
493,1990,CIN,9,.563,8,5063,5605,237,16,9,7,0,.563,360,352,8,237,425,188,55.8,2943,25,23,5.9,5.4,76.5,34,209,7.41,6.9,6.41,5.67,5.25,12.4,5063,35,943,5.37,5605,31,1010,5.55
494,1990,HOU,9,.563,98,6222,4635,399,16,9,7,0,.563,405,307,98,399,639,240,62.4,4805,37,15,5.8,2.3,96.7,39,267,5.75,7.5,7.09,7.62,7.18,12.0,6222,36,1006,6.18,4635,33,890,5.21
495,1990,PIT,9,.563,52,4525,4115,237,16,9,7,0,.563,292,240,52,237,408,171,58.1,2645,20,15,4.9,3.7,81.0,33,242,7.48,6.5,6.00,5.81,5.37,11.2,4525,32,897,5.04,4115,42,940,4.38
496,1990,SEA,9,.563,20,4583,4609,265,16,9,7,0,.563,306,286,20,265,448,183,59.2,2834,15,20,3.3,4.5,73.6,40,360,8.20,6.3,5.81,4.99,4.58,10.7,4583,36,945,4.85,4609,30,950,4.85
